1836,10,4
1838,13,4
1840,17,5
1842,2,7
1844,3,5
1846,11,1
1848,18,4
1850,12,9
1852,20,5
1854,13,1
1856,5,7
1858,14,4
1860,8,9
1862,10,8
1864,15,2
1866,15,6
1868,8,7
1870,17,9
1872,11,6
1874,15,6
1876,8,4
1878,4,2
1880,4,9
1882,19,5
1884,3,6
1886,20,9
1888,17,1
1890,5,3
1892,13,1
1894,19,7
1896,19,3
1898,4,6
1900,12,8
1902,12,5
1904,2,7
1906,13,2
1908,4,8
1910,12,4
1912,3,2
1914,14,7
1916,20,8
1918,18,3
1920,11,6
1922,8,6
1924,7,6
1926,12,8
1928,13,8
1930,19,5
1932,14,1
1934,14,7
1936,12,2
1938,13,2
1940,3,3
1942,3,7
1944,20,8
1946,6,2
1948,16,9
1950,1,3
1952,19,4
1954,7,7
1956,12,5
1958,20,3
1960,15,4
1962,17,3
1964,17,4
1966,5,3
1968,16,2
1970,10,9
1972,14,2
1974,12,6
1976,11,4
1978,6,7
1980,20,3
1982,7,4
1984,17,7
1986,20,1
1988,21,8
1990,16,3
1992,13,8
1994,7,5
1996,11,2
1998,4,9
2000,9,6
2002,4,3
2004,12,5
2006,14,1
2008,15,9
2010,10,8
2012,10,2
2014,8,8
2016,19,1
2018,21,7
2020,12,2
2022,12,7
2024,6,7
2026,19,2
2028,13,1
2030,19,4
2032,13,6
2034,13,4
2036,1,6
2038,1,6
2040,5,3
2042,21,7
2044,15,3
2046,7,3
2048,4,9
2050,10,2
2052,2,5
2054,18,9
2056,13,8
2058,17,2
2060,14,7
2062,12,8
2064,21,5
2066,11,5
2068,14,6
2070,19,3
2072,4,2
2074,20,1
2076,10,5
2078,4,3
2080,15,5
2082,13,8
2084,4,9
2086,3,4
2088,11,5
2090,20,3
2092,9,2
2094,13,3
2096,14,5
2098,12,5
2100,16,6
2102,9,4
2104,13,8
2106,17,8
2108,18,3
2110,6,1
2112,19,4
2114,12,4
2116,16,6
2118,19,2
2120,14,4
2122,4,7
2124,10,5
2126,10,9
2128,7,2
2130,16,8
2132,8,9
2134,15,4
2136,8,5
2138,15,5
2140,16,7
2142,7,7
2144,18,6
2146,15,6
2148,12,2
2150,18,1
2152,5,5
2154,21,7
2156,14,5
2158,2,7
2160,4,3
2162,1,2
2164,14,7
2166,21,4
2168,10,1
2170,20,9
2172,13,7
2174,4,9
2176,11,1
2178,17,5
2180,18,9
2182,13,1
2184,18,4
2186,21,3
2188,2,3
2190,5,7
2192,19,7
2194,5,3
2196,13,8
2198,20,5
2200,3,3
2202,12,1
2204,20,7
2206,14,3
2208,9,1
2210,17,9
2212,11,3
2214,15,1
2216,2,7
2218,12,2
2220,8,1
2222,6,5
2224,7,6
2226,20,4
2228,19,9
2230,4,8
2232,4,1
2234,13,9
2236,10,6
2238,4,1
2240,21,7
2242,1,9
2244,17,2
2246,5,8
2248,18,8
2250,16,1
2252,15,7
2254,2,6
2256,18,7
2258,5,1
2260,6,5
2262,18,8
2264,17,7
2266,5,1
2268,2,5
2270,10,7
2272,10,8
2274,17,9
2276,11,8
2278,1,1
2280,20,7
2282,6,9
2284,19,4
2286,14,7
2288,15,1
2290,20,6
2292,17,4
2294,13,8
2296,13,1
2298,19,1
2300,6,3
2302,1,6
2304,18,7
2306,11,7
2308,7,2
2310,12,8
2312,21,7
2314,2,1
2316,9,9
2318,1,1
2320,11,5
2322,5,8
2324,17,4
2326,6,6
2328,10,8
2330,8,9
2332,10,5
2334,10,8
2336,20,4
2338,6,4
2340,1,7
2342,5,7
2344,14,4
2346,19,1
2348,2,6
2350,12,9
2352,9,9
2354,6,9
2356,4,2
2358,4,6
2360,10,5
2362,20,6
2364,20,9
2366,21,7
2368,15,8
2370,4,3
2372,10,4
2374,10,7
2376,21,8
2378,5,4
2380,6,7
2382,1,1
2384,3,5
2386,6,8
2388,3,1
2390,17,5
2392,4,2
2394,15,1
2396,20,8
2398,20,4
2400,5,1
2402,18,4
2404,14,5
2406,10,8
2408,11,9
2410,11,1
2412,3,3
2414,7,3
2416,6,5
2418,1,2
2420,18,5
2422,14,3
2424,17,2
2426,15,3
2428,8,4
2430,12,1
2432,12,3
2434,21,1
2436,8,2
2438,10,4
2440,4,3
2442,6,5
2444,16,9
2446,5,7
2448,21,1
2450,10,2
2452,18,1
2454,11,2
2456,18,2
2458,12,6
2460,13,7
2462,3,5
2464,1,5
2466,11,3
2468,10,8
2470,13,3
2472,18,9
2474,4,5
2476,10,8
2478,20,2
2480,11,3
2482,12,6
2484,4,9
2486,8,2
2488,17,1
2490,3,4
2492,12,4
2494,12,2
2496,16,6
2498,6,6
2500,10,1
2502,17,1
2504,3,3
2506,1,8
2508,3,1
2510,2,4
2512,20,9
2514,18,4
2516,16,8
2518,17,9
2520,10,5
2522,18,4
2524,5,4
2526,10,8
2528,8,9
2530,20,4
2532,2,9
2534,21,3
2536,19,7
2538,10,2
2540,6,3
2542,19,3
2544,11,6
2546,12,7
2548,4,4
2550,7,1
2552,21,7
2554,15,8
2556,14,6
2558,2,3
2560,7,4
2562,4,4
2564,6,2
2566,3,1
2568,8,9
2570,6,7
2572,13,5
2574,10,7
2576,2,6
2578,2,5
2580,15,2
2582,16,1
2584,5,6
2586,10,8
2588,12,8
2590,3,6
2592,15,2
2594,7,1
2596,20,5
2598,17,3
2600,9,6
2602,3,1
2604,9,9
2606,13,2
2608,8,1
2610,18,8
2612,12,4
2614,2,6
2616,15,4
2618,4,1
2620,8,9
2622,14,1
2624,11,5
2626,14,9
2628,19,6
2630,17,2
2632,10,4
2634,17,4
2636,16,9
2638,14,5
2640,13,2
2642,2,6
2644,16,9
2646,8,4
2648,19,9
2650,14,5
2652,18,8
2654,13,1
2656,21,7
2658,10,9
2660,10,9
2662,11,6
2664,13,5
2666,13,1
2668,7,3
2670,9,8
2672,12,6
2674,21,5
2676,17,8
2678,11,3
2680,9,1
2682,2,6
2684,7,1
2686,5,6
2688,17,3
2690,1,3
2692,12,4
2694,21,5
2696,9,7
2698,1,6
2700,20,3
2702,16,5
2704,18,4
2706,18,7
2708,14,3
2710,12,5
2712,21,6
2714,12,5
2716,4,4
2718,3,9
2720,15,6
2722,3,2
2724,14,2
2726,17,4
2728,6,3
2730,8,7
2732,8,7
2734,19,3
2736,12,2
2738,8,5
2740,8,4
2742,7,7
2744,8,1
2746,12,9
2748,17,2
2750,10,7
2752,12,8
2754,20,4
2756,15,2
2758,10,5
2760,2,9
2762,2,4
2764,15,2
2766,12,3
2768,15,8
2770,18,7
2772,10,2
2774,17,7
2776,20,8
2778,19,3
2780,12,9
2782,12,6
2784,3,2
2786,10,5
2788,17,9
2790,21,6
2792,8,5
2794,3,1
2796,10,3
2798,13,6
2800,20,7
2802,14,4
2804,18,1
2806,4,4
2808,20,3
2810,10,4
2812,7,6
2814,14,8
2816,7,2
2818,4,6
2820,6,9
2822,9,9
2824,5,3
2826,10,2
2828,4,9
2830,7,1
2832,13,3
2834,4,4
2836,15,9
2838,19,3
2840,20,6
2842,7,6
2844,13,8
2846,2,8
2848,18,2
2850,20,3
2852,13,2
2854,9,4
2856,9,6
2858,3,1
2860,4,9
2862,21,2
2864,16,2
2866,5,6
2868,20,5
2870,15,3
2872,6,5
2874,9,5
2876,1,2
2878,2,8
2880,14,1
2882,2,7
2884,20,7
2886,14,5
2888,17,2
2890,6,3
2892,13,5
2894,18,7
2896,13,7
2898,20,7
2900,1,3
2902,2,4
2904,19,5
2906,16,6
2908,15,1
2910,5,3
2912,16,6
2914,14,2
2916,16,7
2918,6,1
2920,4,8
2922,8,4
2924,17,6
2926,11,9
2928,15,7
2930,12,8
2932,5,9
2934,4,9
2936,10,2
2938,5,1
2940,11,6
2942,9,9
2944,14,8
2946,6,5
2948,18,9
2950,11,9
2952,8,4
2954,2,3
2956,8,7
2958,18,4
2960,12,9
2962,11,3
2964,8,4
2966,11,2
2968,13,5
2970,19,9
2972,12,1
2974,8,5
2976,18,5
2978,12,4
2980,10,9
2982,14,8
2984,3,7
2986,3,8
2988,3,2
2990,14,9
2992,13,4
2994,18,4
2996,21,5
2998,20,3
3000,15,5
3002,3,7
3004,8,4
3006,12,5
3008,15,1
3010,21,3
3012,18,6
3014,1,6
3016,14,5
3018,13,5
3020,16,4
3022,12,8
3024,13,9
3026,9,7
3028,11,2
3030,14,5
3032,4,3
3034,8,9
3036,17,6
3038,12,4
3040,5,3
3042,19,1
3044,20,9
3046,21,6
3048,8,8
3050,6,3
3052,8,2
3054,6,1
3056,12,7
3058,15,2
3060,21,4
3062,3,4
3064,6,9
3066,3,9
3068,19,8
3070,2,3
3072,12,4
3074,11,9
3076,4,8
3078,1,3
3080,9,7
3082,1,1
3084,10,4
3086,16,3
3088,3,3
3090,16,6
3092,21,6
3094,16,4
3096,7,4
3098,16,1
3100,5,4
3102,12,8
3104,8,4
3106,12,8
3108,8,1
3110,8,5
3112,13,7
3114,21,3
3116,11,1
3118,15,4
3120,11,5
3122,10,2
3124,18,3
3126,10,6
3128,2,5
3130,14,5
3132,9,4
3134,9,3
3136,12,5
3138,10,3
3140,18,6
3142,3,6
3144,5,9
3146,10,6
3148,11,8
3150,14,7
3152,21,1
3154,21,7
3156,2,7
3158,14,3
3160,15,3
3162,8,3
3164,21,6
3166,1,4
3168,20,6
3170,10,1
3172,9,2
3174,5,2
3176,12,4
3178,20,1
3180,13,5
3182,21,9
3184,19,5
3186,19,7
3188,10,8
3190,15,2
3192,15,7
3194,11,3
3196,11,9
3198,10,9
3200,8,6
3202,11,6
3204,12,9
3206,11,2
3208,3,3
3210,15,9
3212,7,5
3214,3,5
3216,7,8
3218,14,7
3220,17,7
3222,9,3
3224,11,3
3226,1,5
3228,17,8
3230,16,4
3232,19,3
3234,13,1
3236,14,8
3238,6,8
3240,10,1
3242,15,8
3244,15,6
3246,20,1
3248,8,2
3250,12,3
3252,3,8
3254,18,9
3256,19,4
3258,20,2
3260,15,4
3262,3,5
3264,14,9
3266,19,2
3268,3,3
3270,5,9
3272,15,9
3274,9,8
3276,12,8
3278,14,5
3280,17,5
3282,12,3
3284,16,4
3286,20,1
3288,4,3
3290,12,6
3292,5,2
3294,19,5
3296,12,9
3298,2,3
3300,17,5
3302,4,1
3304,14,8
3306,16,5
3308,21,5
3310,12,5
3312,3,1
3314,5,8
3316,5,2
3318,10,4
3320,4,4
3322,20,5
3324,14,3
3326,17,8
3328,16,8
3330,11,2
3332,13,1
3334,21,2
3336,17,5
3338,14,4
3340,5,5
3342,12,6
3344,11,7
3346,7,4
3348,15,7
3350,17,7
3352,4,1
3354,3,8
3356,4,2
3358,14,1
3360,5,8
3362,14,9
3364,4,9
3366,14,9
3368,10,8
3370,12,1
3372,15,2
3374,15,4
3376,11,2
3378,18,1
3380,13,3
3382,13,4
3384,2,4
3386,15,9
3388,21,3
3390,8,4
3392,4,6
3394,14,8
3396,21,9
3398,1,9
3400,3,3
3402,7,8
3404,13,8
3406,5,9
3408,19,2
3410,17,8
3412,7,7
3414,15,4
3416,6,4
3418,4,2
3420,14,9
3422,13,9
3424,16,8
3426,15,5
3428,20,7
3430,13,8
3432,17,7
3434,6,4
3436,17,2
3438,7,5
3440,20,4
3442,21,7
3444,19,5
3446,20,5
3448,18,6
3450,11,4
3452,18,3
3454,8,1
3456,15,9
3458,12,7
3460,10,7
3462,16,6
3464,15,9
3466,12,4
3468,13,9
3470,18,4
3472,21,8
3474,6,1
3476,16,4
3478,16,9
3480,20,9
3482,18,3
3484,12,3
3486,7,3
3488,6,7
3490,18,2
3492,14,8
3494,7,3
3496,1,6
3498,15,4
3500,21,7
3502,5,3
3504,15,7
3506,5,1
3508,6,1
3510,10,7
3512,2,3
3514,19,1
3516,15,9
3518,10,4
3520,1,6
3522,4,6
3524,10,4
3526,4,1
3528,4,7
3530,6,9
3532,11,2
3534,13,9
3536,19,9
3538,18,8
3540,9,2
3542,14,3
3544,8,3
3546,5,7
3548,5,7
3550,16,9
3552,20,4
3554,4,3
3556,20,1
3558,12,3
3560,11,4
3562,9,6
3564,21,4
3566,17,2
3568,18,7
3570,16,8
3572,5,3
3574,21,4
3576,10,5
3578,6,8
3580,11,7
3582,19,2
3584,4,9
3586,15,9
3588,10,9
3590,20,4
3592,8,7
3594,10,4
3596,10,6
3598,1,9
3600,3,7
3602,8,6
3604,16,1
3606,15,6
3608,4,9
3610,17,7
3612,6,9
3614,9,5
3616,14,5
3618,19,5
3620,8,6
3622,20,6
3624,6,6
3626,9,2
3628,1,6
3630,11,9
3632,15,5
3634,5,3
3636,19,4
3638,13,7
3640,3,8
3642,21,8
3644,9,2
3646,20,2
3648,8,9
3650,20,1
3652,8,7
3654,4,1
3656,18,9
3658,19,3
3660,13,5
3662,6,3
3664,1,3
3666,21,2
3668,13,1
3670,18,2
3672,18,3
3674,3,4
3676,10,8
3678,13,7
3680,21,3
3682,5,9
3684,4,8
3686,2,6
3688,11,8
3690,1,2
3692,5,3
3694,12,5
3696,12,7
3698,7,9
3700,18,1
3702,13,1
3704,19,3
3706,12,8
3708,20,5
3710,15,8
3712,3,9
3714,3,7
3716,9,4
3718,11,3
3720,17,5
3722,16,5
3724,6,9
3726,21,6
3728,21,2
3730,3,9
3732,18,3
3734,3,9
3736,16,8
3738,20,2
3740,13,9
3742,21,3
3744,6,9
3746,1,8
3748,15,6
3750,13,2
3752,18,2
3754,14,6
3756,21,7
3758,16,5
3760,2,7
3762,14,4
3764,21,6
3766,18,5
3768,14,4
3770,3,4
3772,11,4
3774,10,4
3776,21,2
3778,1,7
3780,18,4
3782,20,2
3784,12,5
3786,20,9
3788,6,9
3790,5,2
3792,12,4
3794,10,9
3796,12,5
3798,19,4
3800,15,6
3802,7,1
3804,20,7
3806,2,9
3808,20,6
3810,15,8
3812,11,5
3814,6,4
3816,20,1
3818,1,5
3820,20,5
3822,4,9
3824,5,7
3826,1,4
3828,6,8
3830,17,8
3832,18,2
3834,15,3
3836,14,5
3838,13,8
3840,12,6
3842,15,5
3844,13,2
3846,10,6
3848,20,8
3850,3,7
3852,5,8
3854,3,3
3856,10,2
3858,12,5
3860,11,7
3862,7,7
3864,10,9
3866,10,2
3868,6,4
3870,16,1
3872,21,3
3874,8,7
3876,10,2
3878,6,2
3880,3,8
3882,20,1
3884,6,1
3886,10,3
3888,5,1
3890,13,9
3892,9,7
3894,19,3
3896,16,6
3898,10,7
3900,19,6
3902,5,8
3904,16,3
3906,10,2
3908,18,7
3910,3,2
3912,15,9
3914,8,3
3916,21,1
3918,12,2
3920,16,8
3922,6,9
3924,13,8
3926,11,3
3928,12,9
3930,4,4
3932,3,3
3934,15,3
3936,2,5
3938,12,3
3940,15,6
3942,14,3
3944,9,9
3946,21,7
3948,12,8
3950,5,5
3952,21,7
3954,9,4
3956,5,8
3958,12,2
3960,21,1
3962,12,1
3964,10,9
3966,18,2
3968,15,1
3970,3,4
3972,3,2
3974,15,5
3976,2,1
3978,4,5
3980,14,6
3982,8,8
3984,15,5
3986,12,3
3988,7,2
3990,6,9
3992,19,3
3994,13,1
3996,19,2
3998,5,6
4000,1,3
4002,10,7
4004,3,3
4006,21,2
4008,3,3
4010,5,2
4012,12,2
4014,16,2
4016,1,5
4018,15,9
4020,20,9
4022,3,5
4024,4,2
4026,9,8
4028,16,7
4030,15,5
4032,13,2
4034,17,4
4036,10,8
4038,16,4
4040,6,9
4042,18,1
4044,18,7
4046,16,1
4048,7,7
4050,2,2
4052,4,5
4054,4,9
4056,16,7
4058,15,3
4060,3,3
4062,1,3
4064,5,5
4066,11,6
4068,21,4
4070,10,1
4072,7,7
4074,9,8
4076,11,3
4078,19,4
4080,2,8
4082,1,3
4084,1,1
4086,4,3
4088,15,8
4090,3,9
4092,10,7
4094,11,4
4096,15,9
4098,12,4
4100,11,7
4102,4,7
4104,12,8
4106,12,9
4108,10,5
4110,18,2
4112,7,6
4114,10,5
4116,5,4
4118,13,5
4120,12,7
4122,12,2
4124,20,3
4126,10,4
4128,3,6
4130,15,6
4132,9,7
4134,20,3
4136,6,4
4138,4,6
4140,8,3
4142,5,3
